模板组 ID,编号,表单名,路径,部门,entities,chain,basis
FG-batch-ingredient-usage-01,GRSS-ZZ-JL-70,配料记录表（筛粉）,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/制造部/配料记录表（筛粉）.md,制造部,"CalibrationRecord, Employee, EnvironmentRecord, IngredientUsage, Material, ProductionBatch",生产执行,v3:投料桥接
FG-batch-ingredient-usage-01,GRSS-ZZ-JL-71,配料记录表（配油）,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/制造部/配料记录表（配油）.md,制造部,"CalibrationRecord, Employee, EnvironmentRecord, IngredientUsage, Material, ProductionBatch",生产执行,v3:投料桥接
FG-quality-metal-detection-01,GRSS-ZZ-JL-72,金属探测机检测记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/制造部/金属探测机检测记录表.md,制造部,"CorrectiveAction, Employee, Location, MeasuringEquipment, NonConformance, Product, ProductionBatch",品质/检验,v3:金探
FG-batch-production-01,GRSS-ZZ-JL-73,面浆打发成型记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/制造部/面浆打发成型记录表.md,制造部,"CalibrationRecord, Employee, IngredientUsage, Material, MaterialLot, MeasuringEquipment, Product, ProductionBatch",生产执行,v3:生产批次
FG-quality-process-monitoring-01,GRSS-ZZ-JL-74,风箱过滤布更换记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/制造部/风箱过滤布更换记录表.md,制造部,"Employee, Location, 元数据",通用支撑,v3:fallback 制造
FG-quality-product-inspection-01,GRSS-PZ-JL-01,BRCGS产品风险区判定记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/BRCGS产品风险区判定记录.md,品质部,"Employee, HazardAssessment, Product",主数据/基础档案,v3:fallback 品质质检
FG-quality-incoming-inspection-01,GRSS-PZ-JL-02,一般原辅料检验报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/一般原辅料检验报告.md,品质部,"Employee, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:来料检验
FG-batch-production-01,GRSS-PZ-JL-03,临界点分析报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/临界点分析报告.md,品质部,"CorrectiveAction, Employee, NonConformance, Product, ProductionBatch",品质/检验,v3:entity ProductionBatch
FG-quality-release-decision-01,GRSS-PZ-JL-04,产品放行授权书,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/产品放行授权书.md,品质部,"Document, DocumentIssuance, Employee",通用支撑,v3:放行
FG-quality-product-inspection-01,GRSS-PZ-JL-05,产品检验报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/产品检验报告.md,品质部,"Document, Employee, Inspection, Product, ProductionBatch",品质/检验,v3:产品检验
FG-quality-allergen-control-01,GRSS-PZ-JL-06,产品过敏原清单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/产品过敏原清单.md,品质部,"AuditRecord, CorrectiveAction, NonConformance",品质/检验,v3:过敏原
FG-quality-environment-01,GRSS-PZ-JL-07,保质期实验记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/保质期实验记录.md,品质部,"Document, Employee, EnvironmentRecord, Inspection, Product, ProductionBatch",生产执行,v3:entity EnvironmentRecord
FG-quality-environment-01,GRSS-PZ-JL-08,保质期检验记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/保质期检验记录.md,品质部,"Document, Employee, EnvironmentRecord, Inspection, Product, ProductionBatch",生产执行,v3:entity EnvironmentRecord
FG-quality-incoming-inspection-01,GRSS-PZ-JL-09,内包装材料检验报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/内包装材料检验报告.md,品质部,"Employee, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:来料检验
FG-governance-audit-01,GRSS-PZ-JL-10,内审实施计划表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/内审实施计划表.md,品质部,"AuditRecord, Document, Employee",通用支撑,v3:审核检查
FG-governance-audit-01,GRSS-PZ-JL-11,内审检查表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/内审检查表.md,品质部,"AuditRecord, Document, Employee",通用支撑,v3:审核检查
FG-governance-audit-01,GRSS-PZ-JL-12,内部审核报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/内部审核报告.md,品质部,"AuditRecord, Document, Employee",通用支撑,v3:审核检查
FG-quality-calibration-lab-01,GRSS-PZ-JL-13,创可贴批次检测记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/创可贴批次检测记录表.md,品质部,"Document, Inspection, Material, MaterialLot, MeasuringEquipment",品质/检验,v3:校准化验
FG-process-version-01,GRSS-PZ-JL-14,前提方案（PRP）验证记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/前提方案（PRP）验证记录.md,品质部,"ChangeVerificationRecord, CorrectiveAction, Document, Employee",研发/变更,v3:研发版本
FG-batch-inventory-movement-01,GRSS-PZ-JL-15,化学品使用记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/化学品使用记录.md,品质部,"Employee, InventoryMovement, Location, Material, ProcessRecord",仓储/库存,v3:库存流转
FG-quality-calibration-lab-01,GRSS-PZ-JL-16,化验室仪器使用记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/化验室仪器使用记录.md,品质部,"Employee, MaterialLot, MeasuringEquipment, ProcessRecord",采购/来料,v3:校准化验
FG-quality-calibration-lab-01,GRSS-PZ-JL-17,化验室仪器设备检定表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/化验室仪器设备检定表.md,品质部,"CalibrationRecord, Document, MeasuringEquipment",通用支撑,v3:校准化验
FG-quality-calibration-lab-01,GRSS-PZ-JL-18,化验室及车间仪器设备检定记录表（外检报告）,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/化验室及车间仪器设备检定记录表（外检报告）.md,品质部,"CalibrationRecord, Document, MeasuringEquipment",通用支撑,v3:校准化验
FG-quality-product-inspection-01,GRSS-PZ-JL-19,化验室日报表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/化验室日报表.md,品质部,"Document, Employee, Inspection, Product, ProductionBatch",品质/检验,v3:entity product inspection
FG-quality-calibration-lab-01,GRSS-PZ-JL-20,化验室设备运行一览表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/化验室设备运行一览表.md,品质部,"Document, MaintenanceRecord, MeasuringEquipment",通用支撑,v3:校准化验
FG-quality-product-inspection-01,GRSS-PZ-JL-21,半成品检验报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/半成品检验报告.md,品质部,"Employee, Inspection, NonConformance, ProcessRecord, Product, ProductionBatch",生产执行,v3:产品检验
FG-quality-environment-01,GRSS-PZ-JL-22,卫生月检表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/卫生月检表.md,品质部,"CleaningRecord, CorrectiveAction, Document, Employee, EnvironmentRecord",通用支撑,v3:环境卫生
FG-quality-ccp-01,GRSS-PZ-JL-23,危害分析工作单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/危害分析工作单.md,品质部,"CCPPoint, Document, Employee, HazardAssessment, Material, ProcessStep",主数据/基础档案,v3:CCP
FG-quality-ccp-01,GRSS-PZ-JL-24,危害控制计划确认、验证记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/危害控制计划确认、验证记录.md,品质部,"CCPRecord, ChangeVerificationRecord, CorrectiveAction, Document, HazardAssessment, NonConformance",研发/变更,v3:CCP
FG-batch-sample-01,GRSS-PZ-JL-25,原料包装留样记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/原料包装留样记录.md,品质部,"Employee, Material, MaterialLot",采购/来料,v3:留样
FG-quality-allergen-control-01,GRSS-PZ-JL-26,原料过敏原分析,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/原料过敏原分析.md,品质部,"Document, Employee, Material",主数据/基础档案,v3:过敏原
FG-governance-risk-assessment-01,GRSS-PZ-JL-27,原料风险评估记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/原料风险评估记录.md,品质部,"Document, Employee, HazardAssessment",通用支撑,v3:风险评估
FG-quality-incoming-inspection-01,GRSS-PZ-JL-28,原辅料原始检验台账,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/原辅料原始检验台账.md,品质部,"Employee, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:entity MaterialInspection
FG-process-version-01,GRSS-PZ-JL-29,变更申请表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/变更申请表.md,品质部,"ChangeApproval, ChangeEvent, Document, Employee",研发/变更,v3:研发版本
FG-quality-incoming-inspection-01,GRSS-PZ-JL-30,外包装材料检验报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/外包装材料检验报告.md,品质部,"Employee, Material, MaterialInspection, MaterialLot, NonConformance, Supplier",品质/检验,v3:来料检验
FG-quality-environment-01,GRSS-PZ-JL-31,微检室温湿度记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/微检室温湿度记录.md,品质部,"Employee, EnvironmentRecord",通用支撑,v3:环境卫生
FG-quality-deviation-01,GRSS-PZ-JL-32,意外事故调查报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/意外事故调查报告.md,品质部,"CorrectiveAction, Employee, Location, NonConformance",品质/检验,v3:偏差
FG-process-version-01,GRSS-PZ-JL-33,承诺声明完整性控制记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/承诺声明完整性控制记录表.md,品质部,"ChangeVerificationRecord, CorrectiveAction, Document, Inspection, Product, ProductionBatch, Supplier",研发/变更,v3:研发版本
FG-batch-sample-01,GRSS-PZ-JL-34,样品留样检测及处理记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/样品留样检测及处理记录表.md,品质部,"Document, Inspection, Product, ProductionBatch, WasteRecord",品质/检验,v3:留样
FG-governance-food-safety-team-01,GRSS-PZ-JL-35,每周食品安全排查治理表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/每周食品安全排查治理表.md,品质部,"AuditRecord, CorrectiveAction, NonConformance",品质/检验,v3:食品安全治理
FG-quality-ccp-01,GRSS-PZ-JL-36,每日食品安全检查表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/每日食品安全检查表.md,品质部,"CCPRecord, Employee, Inspection, NonConformance",品质/检验,v3:CCP
FG-quality-product-inspection-01,GRSS-PZ-JL-37,每月食品安全调度会议纪要,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/每月食品安全调度会议纪要.md,品质部,"AuditRecord, CorrectiveAction, Employee, NonConformance",品质/检验,v3:fallback 品质质检
FG-quality-incoming-inspection-01,GRSS-PZ-JL-38,油脂类来料检验报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/油脂类来料检验报告.md,品质部,"Employee, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:来料检验
FG-quality-environment-01,GRSS-PZ-JL-39,消毒水余氯测试记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/消毒水余氯测试记录表.md,品质部,"CleaningRecord, Document, Location",通用支撑,v3:环境卫生
FG-quality-environment-01,GRSS-PZ-JL-40,温度、湿度记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/温度、湿度记录.md,品质部,"Employee, EnvironmentRecord, Location",通用支撑,v3:entity EnvironmentRecord
FG-quality-product-inspection-01,GRSS-PZ-JL-41,生产用水内检原始记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/生产用水内检原始记录.md,品质部,"Document, Inspection",品质/检验,v3:fallback 品质质检
FG-batch-sample-01,GRSS-PZ-JL-42,留样记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/留样记录.md,品质部,"CleaningRecord, Document, Employee, EnvironmentRecord, Inspection, Product, ProductionBatch, WasteRecord",生产执行,v3:留样
FG-quality-calibration-lab-01,GRSS-PZ-JL-43,百分之一天平使用校准记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/百分之一天平使用校准记录.md,品质部,"CalibrationRecord, Document",通用支撑,v3:校准化验
FG-quality-calibration-lab-01,GRSS-PZ-JL-44,监视测量设施校准计划表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/监视测量设施校准计划表.md,品质部,"CalibrationRecord, Document, Location, MeasuringEquipment",通用支撑,v3:校准化验
FG-quality-calibration-lab-01,GRSS-PZ-JL-45,监视设备台账表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/监视设备台账表.md,品质部,"CalibrationRecord, Employee, Location, MeasuringEquipment",通用支撑,v3:校准化验
FG-governance-management-review-01,GRSS-PZ-JL-46,产品开发部工作总结,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/产品开发部工作总结.md,品质部,"ChangeEvent, ManagementReview, Product, Recipe",管理与支持,v3:name:管理评审
FG-governance-management-review-01,GRSS-PZ-JL-47,公司工作总结,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/公司工作总结.md,品质部,"InventoryMovement, ManagementReview, Material, NonConformance, Product, ProductionBatch, Supplier",管理与支持,v3:name:管理评审
FG-governance-management-review-01,GRSS-PZ-JL-48,制造部、仓储组、工程部工作总结,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/制造部、仓储组、工程部工作总结.md,品质部,"InventoryMovement, MaintenanceRecord, ManagementReview, NonConformance, ProductionBatch",管理与支持,v3:name:管理评审
FG-governance-management-review-01,GRSS-PZ-JL-49,品质部工作总结,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/品质部工作总结.md,品质部,"Document, ManagementReview",管理与支持,v3:name:管理评审
FG-governance-management-review-01,GRSS-PZ-JL-50,管理评审,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/管理评审.md,品质部,"CorrectiveAction, InternalAudit, ManagementReview, ProductRecall, TraceabilityDrill",追溯演练,v3:name:管理评审
FG-governance-management-review-01,GRSS-PZ-JL-51,管理评审会议纪要,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/管理评审会议纪要.md,品质部,"AuditRecord, Document, Employee, ManagementReview",管理与支持,v3:name:管理评审
FG-governance-management-review-01,GRSS-PZ-JL-52,管理评审报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/管理评审报告.md,品质部,"AuditRecord, CorrectiveAction, Document, Employee, ManagementReview",管理与支持,v3:name:管理评审
FG-governance-management-review-01,GRSS-PZ-JL-53,管理评审计划,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/管理评审计划.md,品质部,"Document, Employee, ManagementReview",管理与支持,v3:name:管理评审
FG-governance-management-review-01,GRSS-PZ-JL-54,营销部工作总结,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/营销部工作总结.md,品质部,"Complaint, InventoryMovement, ManagementReview, ProductRecall",销售/投诉/召回,v3:name:管理评审
FG-governance-management-review-01,GRSS-PZ-JL-55,行政人事部工作总结,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/行政人事部工作总结.md,品质部,"Employee, ManagementReview, Regulation, TrainingRecord",管理与支持,v3:name:管理评审
FG-governance-management-review-01,GRSS-PZ-JL-56,采购部工作总结,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/管理评审汇总/采购部工作总结.md,品质部,"ManagementReview, Material, MaterialInspection, Supplier",管理与支持,v3:name:管理评审
FG-quality-incoming-inspection-01,GRSS-PZ-JL-57,糖类检验报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/糖类检验报告.md,品质部,"Document, Employee, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:来料检验
FG-quality-release-decision-01,GRSS-PZ-JL-58,紧急采购物资使用评估放行审批表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/紧急采购物资使用评估放行审批表.md,品质部,"ChangeApproval, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:放行
FG-quality-environment-01,GRSS-PZ-JL-59,自来水余氯检查表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/自来水余氯检查表.md,品质部,"Employee, Location, ProcessRecord",通用支撑,v3:环境卫生
FG-batch-inventory-movement-01,GRSS-PZ-JL-60,药品出入库记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/药品出入库记录.md,品质部,"Employee, InventoryMovement, Material",仓储/库存,v3:库存流转
FG-governance-audit-01,GRSS-PZ-JL-61,虫鼠害检查记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/虫鼠害检查记录表.md,品质部,"CorrectiveAction, Employee, Inspection, Location",品质/检验,v3:审核检查
FG-quality-incoming-inspection-01,GRSS-PZ-JL-62,蛋与蛋制品检验报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/蛋与蛋制品检验报告.md,品质部,"Employee, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:来料检验
FG-quality-product-inspection-01,GRSS-PZ-JL-63,蛋糕油脱模占比核算表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/蛋糕油脱模占比核算表.md,品质部,"Employee, Inspection, ProcessRecord",品质/检验,v3:fallback 品质质检
FG-quality-ccp-01,GRSS-PZ-JL-64,车间布局变更HACCP风险评估确认、验证记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/车间布局变更HACCP风险评估确认、验证记录.md,品质部,"ChangeEvent, ChangeVerificationRecord, Employee, HazardAssessment, Location",研发/变更,v3:CCP
FG-quality-calibration-lab-01,GRSS-PZ-JL-65,车间测量设备台账表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/车间测量设备台账表.md,品质部,"CalibrationRecord, Location, MeasuringEquipment",通用支撑,v3:校准化验
FG-quality-environment-01,GRSS-PZ-JL-66,车间环境微生物检验报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/车间环境微生物检验报告.md,品质部,"Document, EnvironmentRecord, Location",通用支撑,v3:环境卫生
FG-quality-allergen-control-01,GRSS-PZ-JL-67,过敏原控制措施验证记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/过敏原控制措施验证记录.md,品质部,"ChangeVerificationRecord, Document",研发/变更,v3:过敏原
FG-quality-allergen-control-01,GRSS-PZ-JL-68,过敏原测试记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/过敏原测试记录.md,品质部,"CleaningRecord, Employee, Location",通用支撑,v3:过敏原
FG-quality-product-inspection-01,GRSS-PZ-JL-69,过敏源趋势分析,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/过敏源趋势分析.md,品质部,"CleaningRecord, CorrectiveAction, Employee, Location",通用支撑,v3:fallback 品质质检
FG-quality-rework-01,GRSS-PZ-JL-70,返工评估、过程记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/返工评估、过程记录表.md,品质部,"Document, Product, ProductionBatch, ReworkRecord",主数据/基础档案,v3:返工
FG-trace-backward-drill-01,GRSS-PZ-JL-71,追溯演练记录（反追）2025年,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/追溯演练/追溯演练记录（反追）2025年.md,品质部,"Document, Employee, TraceabilityDrill",追溯演练,v3:name:反追
FG-trace-forward-drill-01,GRSS-PZ-JL-72,追溯演练记录（正追）2025年,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/追溯演练/追溯演练记录（正追）2025年.md,品质部,"Document, Employee, TraceabilityDrill",追溯演练,v3:name:正追
FG-quality-incoming-inspection-01,GRSS-PZ-JL-73,面粉来料检验报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/面粉来料检验报告.md,品质部,"Employee, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:来料检验
FG-governance-food-safety-team-01,GRSS-PZ-JL-74,食品安全目标及考核表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/食品安全目标及考核表.md,品质部,"CorrectiveAction, Document, FoodSafetyObjective",通用支撑,v3:食品安全治理
FG-process-version-01,GRSS-PZ-JL-75,食品欺诈脆弱性验证记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/品质部/食品欺诈脆弱性验证记录表.md,品质部,"ChangeVerificationRecord, Document",研发/变更,v3:研发版本
FG-governance-maintenance-support-01,GRSS-GC-JL-01,临时性维修卡,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/临时性维修卡.md,工程部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-02,压缩空气精密过滤器更换记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/压缩空气精密过滤器更换记录.md,工程部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-03,年度维护保养计划,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/年度维护保养计划.md,工程部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-process-version-01,GRSS-GC-JL-04,新设备试行不合格评审处置记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/新设备试行不合格评审处置记录.md,工程部,"ChangeVerificationRecord, CorrectiveAction, Employee, Location, NonConformance, Supplier",研发/变更,v3:研发版本
FG-governance-maintenance-support-01,GRSS-GC-JL-05,润滑油点检记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/润滑油点检记录表.md,工程部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-06,生活水池维护保养记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/生活水池维护保养记录表.md,工程部,"Employee, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-07,电工每日巡查记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/电工每日巡查记录.md,工程部,"Employee, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-08,纯水机系统维护保养记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/纯水机系统维护保养记录.md,工程部,"Employee, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-09,维修申请单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/维修申请单.md,工程部,"Employee, MaintenanceRecord, ProcessRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-10,维护保养记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/维护保养记录.md,工程部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-11,蒸炉维护保养记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/蒸炉维护保养记录表.md,工程部,"Employee, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-process-version-01,GRSS-GC-JL-12,设备变更申请、评估记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/设备变更申请、评估记录.md,工程部,"ChangeApproval, ChangeEvent, ChangeVerificationRecord, Employee, Location",研发/变更,v3:研发版本
FG-governance-maintenance-support-01,GRSS-GC-JL-13,设备台账,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/设备台账.md,工程部,"Location, MaintenanceRecord",通用支撑,v3:fallback 工程部
FG-governance-maintenance-support-01,GRSS-GC-JL-14,设备巡检记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/设备巡检记录表.md,工程部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-15,设施设备验收记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/设施设备验收记录.md,工程部,"Employee, Location, MaintenanceRecord, Supplier",采购/来料,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-16,金属探测机维修保养记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/金属探测机维修保养记录表.md,工程部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-batch-inventory-movement-01,GRSS-YX-JL-01,产品销售登记表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/产品销售登记表.md,营销部,"Document, Employee, InventoryMovement, Location, Product, ProductionBatch",仓储/库存,v3:库存流转
FG-trace-recall-01,GRSS-YX-JL-02,产品召回申请单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/召回演练/产品召回申请单.md,营销部,"Document, Employee, Product, ProductRecall, ProductionBatch",销售/投诉/召回,v3:name:召回
FG-trace-recall-01,GRSS-YX-JL-03,产品召回计划,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/召回演练/产品召回计划.md,营销部,"Document, Employee, Product, ProductRecall, ProductionBatch",销售/投诉/召回,v3:name:召回
FG-trace-recall-01,GRSS-YX-JL-04,产品召回通知单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/召回演练/产品召回通知单.md,营销部,"Document, Employee, Product, ProductRecall, ProductionBatch",销售/投诉/召回,v3:name:召回
